Machine,Start_date,Start_time,End_date,End_time,Uptime,Downtime,Fault,Stops_classification,Transformation,Component,Failure_mode,Stop_classification,Comment 
S,2021-04-20,20:43:00,2021-04-20,20:52:00,0,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-20,19:50:00,2021-04-20,20:43:00,19,53,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-20,18:51:00,2021-04-20,19:31:00,46,40,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
S,2021-04-20,17:43:00,2021-04-20,18:05:00,27,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-20,16:12:00,2021-04-20,17:16:00,115,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
S,2021-04-20,13:55:00,2021-04-20,14:17:00,29,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-20,13:09:00,2021-04-20,13:26:00,0,17,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-20,12:46:00,2021-04-20,13:09:00,0,23,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
S,2021-04-20,10:04:00,2021-04-20,12:46:00,0,162,Machine Stopped by Operator,Planned Stop,CIL,Packing conveyor,,,
S,2021-04-20,08:03:00,2021-04-20,10:04:00,0,121,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
S,2021-04-20,07:52:00,2021-04-20,08:03:00,106,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-19,22:45:00,2021-04-20,06:06:00,0,441,End Product,BFS,No Powder Supply,Starvation from MSG,,,
S,2021-04-19,17:43:00,2021-04-19,22:45:00,6,302,Machine Stopped by Operator,Planned Stop,CIL,Outfeed conveyor,,,
S,2021-04-19,17:21:00,2021-04-19,17:37:00,60,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-19,16:12:00,2021-04-19,16:21:00,119,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-19,13:55:00,2021-04-19,14:13:00,9,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-19,13:28:00,2021-04-19,13:46:00,30,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-19,12:40:00,2021-04-19,12:58:00,0,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-19,12:38:00,2021-04-19,12:40:00,63,2,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-19,10:14:00,2021-04-19,11:35:00,0,81,Machine Stopped by Operator,Planned Stop,CIL,Spillage hopper,,,
S,2021-04-19,08:03:00,2021-04-19,10:14:00,0,131,Machine Stopped by Operator,Planned Stop,CIL,Markem unit,,,
S,2021-04-19,08:00:00,2021-04-19,08:03:00,40,3,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-19,07:00:00,2021-04-19,07:20:00,0,20,Machine Stopped by Operator,Planned Stop,,,,,
S,2021-04-17,07:00:00,2021-04-19,07:00:00,0,2879,Machine Stopped by Operator,Planned Stop,Schedule Complete,,,,
S,2021-04-17,06:50:00,2021-04-17,07:00:00,24,10,Machine Stopped by Operator,Planned Stop,,,,,
S,2021-04-17,06:19:00,2021-04-17,06:26:00,57,7,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-16,22:38:00,2021-04-17,05:22:00,67,404,Machine Stopped by Operator,Planned Stop,CIL,Dosing unit,,,
S,2021-04-16,21:18:00,2021-04-16,21:31:00,138,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-16,18:51:00,2021-04-16,19:00:00,0,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-16,18:03:00,2021-04-16,18:51:00,0,48,Machine Stopped by Operator,,,,,,
S,2021-04-16,17:43:00,2021-04-16,18:03:00,0,20,Machine Stopped by Operator,,,,,,
S,2021-04-16,17:35:00,2021-04-16,17:43:00,70,8,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-16,16:12:00,2021-04-16,16:25:00,77,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-16,09:00:00,2021-04-16,14:55:00,0,355,Machine Stopped by Operator,Planned Stop,CIL,Main conveyor,,,
S,2021-04-16,08:57:00,2021-04-16,09:00:00,73,3,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-16,07:26:00,2021-04-16,07:44:00,187,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-16,04:06:00,2021-04-16,04:19:00,81,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-16,02:30:00,2021-04-16,02:45:00,2,15,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
S,2021-04-16,02:10:00,2021-04-16,02:28:00,10,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-16,01:15:00,2021-04-16,02:00:00,0,45,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-16,00:24:00,2021-04-16,01:15:00,0,51,End Product,,,,,,
S,2021-04-16,00:02:00,2021-04-16,00:24:00,0,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-15,22:54:00,2021-04-16,00:02:00,0,68,End Product,BFS,No Powder Supply,Starvation from MSG,,,
S,2021-04-15,20:43:00,2021-04-15,22:54:00,90,131,Machine Stopped by Operator,Planned Stop,CIL,Rear web system,,,
S,2021-04-15,18:51:00,2021-04-15,19:13:00,17,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-15,17:59:00,2021-04-15,18:34:00,0,35,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
S,2021-04-15,17:43:00,2021-04-15,17:59:00,1,16,Machine Stopped by Operator,,,,,,
S,2021-04-15,17:24:00,2021-04-15,17:42:00,19,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-15,16:12:00,2021-04-15,17:05:00,0,53,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
S,2021-04-15,15:14:00,2021-04-15,16:12:00,33,58,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-15,13:55:00,2021-04-15,14:41:00,3,46,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
S,2021-04-15,13:26:00,2021-04-15,13:52:00,0,26,End Product,,,,,,
S,2021-04-15,13:02:00,2021-04-15,13:26:00,0,24,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
S,2021-04-15,12:40:00,2021-04-15,13:02:00,0,22,Machine Stopped by Operator,,,,,,
S,2021-04-15,12:33:00,2021-04-15,12:40:00,0,7,End Product,,,,,,
S,2021-04-15,11:11:00,2021-04-15,12:33:00,0,82,End Product,BFS,No Powder Supply,Starvation from MSG,,,
S,2021-04-15,10:04:00,2021-04-15,11:11:00,77,67,End Product,BFS,No Powder Supply,Starvation from MSG,,,
S,2021-04-15,08:42:00,2021-04-15,08:47:00,26,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-15,08:03:00,2021-04-15,08:16:00,26,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-15,07:19:00,2021-04-15,07:37:00,234,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-15,02:10:00,2021-04-15,03:25:00,15,75,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-15,01:35:00,2021-04-15,01:55:00,15,20,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-15,01:05:00,2021-04-15,01:20:00,12,15,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
S,2021-04-15,00:02:00,2021-04-15,00:53:00,75,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
S,2021-04-14,22:38:00,2021-04-14,22:47:00,12,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-14,22:19:00,2021-04-14,22:26:00,0,7,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-14,21:26:00,2021-04-14,22:19:00,0,53,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
S,2021-04-14,20:43:00,2021-04-14,21:26:00,82,43,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
S,2021-04-14,19:20:00,2021-04-14,19:21:00,0,1,Machine Stopped by Operator,,,,,,
S,2021-04-14,18:51:00,2021-04-14,19:20:00,0,29,Machine Stopped by Operator,,,,,,
S,2021-04-14,18:44:00,2021-04-14,18:51:00,0,7,Machine Stopped by Operator,,,,,,
S,2021-04-14,18:26:00,2021-04-14,18:44:00,0,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-14,18:17:00,2021-04-14,18:26:00,16,9,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-14,17:43:00,2021-04-14,18:01:00,78,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-14,16:12:00,2021-04-14,16:25:00,59,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-14,14:55:00,2021-04-14,15:13:00,38,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-14,13:55:00,2021-04-14,14:17:00,29,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-14,12:40:00,2021-04-14,13:26:00,25,46,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
S,2021-04-14,11:11:00,2021-04-14,12:15:00,135,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
S,2021-04-14,08:03:00,2021-04-14,08:56:00,0,53,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
S,2021-04-14,07:58:00,2021-04-14,08:03:00,250,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-14,03:13:00,2021-04-14,03:48:00,0,35,Machine Stopped by Operator,,,,,,
S,2021-04-14,02:55:00,2021-04-14,03:13:00,0,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-14,02:30:00,2021-04-14,02:55:00,11,25,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-14,02:10:00,2021-04-14,02:19:00,49,9,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
S,2021-04-14,01:05:00,2021-04-14,01:21:00,129,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-13,22:38:00,2021-04-13,22:56:00,59,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-13,21:26:00,2021-04-13,21:39:00,14,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-13,20:43:00,2021-04-13,21:12:00,103,29,Machine Stopped by Operator,,,,,,
S,2021-04-13,18:51:00,2021-04-13,19:00:00,6,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-13,17:45:00,2021-04-13,18:45:00,0,60,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
S,2021-04-13,13:57:00,2021-04-13,17:45:00,0,228,Machine Stopped by Operator,Planned Stop,CIL,S-conveyor,,,
S,2021-04-13,13:55:00,2021-04-13,13:57:00,0,2,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-13,13:20:00,2021-04-13,13:55:00,0,35,End Product,,,,,,
S,2021-04-13,12:40:00,2021-04-13,13:20:00,0,40,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
S,2021-04-13,11:53:00,2021-04-13,12:40:00,0,47,End Product,,,,,,
S,2021-04-13,10:04:00,2021-04-13,11:53:00,0,109,End Product,BFS,No Powder Supply,Starvation from MSG,,,
S,2021-04-13,09:05:00,2021-04-13,10:04:00,0,59,End Product,BFS,No Powder Supply,Starvation from MSG,,,
S,2021-04-13,08:03:00,2021-04-13,09:05:00,50,62,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
S,2021-04-13,06:59:00,2021-04-13,07:13:00,0,14,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-13,06:46:00,2021-04-13,06:59:00,80,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-13,05:10:00,2021-04-13,05:26:00,153,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-13,02:30:00,2021-04-13,02:37:00,7,7,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
S,2021-04-13,01:48:00,2021-04-13,02:23:00,0,35,Machine Stopped by Operator,,,,,,
S,2021-04-13,01:35:00,2021-04-13,01:48:00,0,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-13,01:05:00,2021-04-13,01:35:00,0,30,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-13,00:53:00,2021-04-13,01:05:00,0,12,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-13,00:40:00,2021-04-13,00:53:00,82,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-12,22:38:00,2021-04-12,23:18:00,59,40,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
S,2021-04-12,21:26:00,2021-04-12,21:39:00,30,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-12,20:43:00,2021-04-12,20:56:00,36,13,Machine Stopped by Operator,,,,,,
S,2021-04-12,18:51:00,2021-04-12,20:07:00,4,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
S,2021-04-12,17:43:00,2021-04-12,18:47:00,215,64,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
S,2021-04-12,13:55:00,2021-04-12,14:08:00,96,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-12,12:12:00,2021-04-12,12:19:00,8,7,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-12,11:11:00,2021-04-12,12:04:00,54,53,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
S,2021-04-12,10:04:00,2021-04-12,10:17:00,0,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-12,09:19:00,2021-04-12,10:04:00,0,45,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-12,08:03:00,2021-04-12,09:19:00,0,76,Photoeye Fault,PSG Machine,Bag Forming,Forming set,Contamination on formingset wall,,film jam on forming set
S,2021-04-12,08:00:00,2021-04-12,08:03:00,40,3,Coder Fault,Planned Stop,Changeover,Ribbon Changeover,,,
S,2021-04-12,07:00:00,2021-04-12,07:20:00,0,20,Machine Stopped by Operator,Planned Stop,,,,,
S,2021-04-10,07:00:00,2021-04-12,07:00:00,0,2879,Machine Stopped by Operator,Planned Stop,Schedule Complete,,,,
S,2021-04-10,06:50:00,2021-04-10,07:00:00,111,10,Machine Stopped by Operator,Planned Stop,,,,,
S,2021-04-10,04:46:00,2021-04-10,04:59:00,81,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-10,02:10:00,2021-04-10,03:25:00,22,75,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-10,01:35:00,2021-04-10,01:48:00,25,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-10,01:05:00,2021-04-10,01:10:00,26,5,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-10,00:26:00,2021-04-10,00:39:00,15,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-10,00:02:00,2021-04-10,00:11:00,33,9,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-09,22:38:00,2021-04-09,23:29:00,79,51,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
S,2021-04-09,19:26:00,2021-04-09,21:19:00,17,113,Machine Stopped by Operator,Planned Stop,CIL,Vertical sealing,,,
S,2021-04-09,18:51:00,2021-04-09,19:09:00,1,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-09,18:37:00,2021-04-09,18:50:00,22,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-09,17:08:00,2021-04-09,18:15:00,0,67,End Product,,,,,,
S,2021-04-09,16:25:00,2021-04-09,17:08:00,0,43,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
S,2021-04-09,12:23:00,2021-04-09,16:25:00,0,242,Machine Stopped by Operator,Planned Stop,CIL,Imaje 9040,,,
S,2021-04-09,11:33:00,2021-04-09,12:23:00,0,50,End Product,,,,,,
S,2021-04-09,11:11:00,2021-04-09,11:33:00,0,22,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-09,10:04:00,2021-04-09,11:11:00,5,67,End Product,BFS,No Powder Supply,Starvation from MSG,,,
S,2021-04-09,09:43:00,2021-04-09,09:59:00,18,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-09,08:03:00,2021-04-09,09:25:00,0,82,Machine Stopped by Operator,End Of Line,Secondary Coding- Domino,Print head system,Blockage in printhead,,
S,2021-04-09,07:52:00,2021-04-09,08:03:00,12,11,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-09,07:33:00,2021-04-09,07:40:00,302,7,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-09,02:28:00,2021-04-09,02:31:00,0,3,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-09,02:10:00,2021-04-09,02:28:00,15,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-09,00:48:00,2021-04-09,01:55:00,0,67,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-09,00:02:00,2021-04-09,00:48:00,24,46,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
S,2021-04-08,23:20:00,2021-04-08,23:38:00,29,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-08,22:38:00,2021-04-08,22:51:00,54,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-08,21:26:00,2021-04-08,21:44:00,14,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-08,20:43:00,2021-04-08,21:12:00,94,29,Machine Stopped by Operator,Planned Stop,Changeover,Size Changeover,State SKU in comment,,
S,2021-04-08,18:51:00,2021-04-08,19:09:00,19,18,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
S,2021-04-08,17:43:00,2021-04-08,18:32:00,0,49,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
S,2021-04-08,17:36:00,2021-04-08,17:43:00,0,7,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-08,16:33:00,2021-04-08,17:36:00,48,63,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-08,15:29:00,2021-04-08,15:45:00,54,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-08,13:55:00,2021-04-08,14:35:00,0,40,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
S,2021-04-08,13:48:00,2021-04-08,13:55:00,0,7,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-08,13:09:00,2021-04-08,13:48:00,0,39,End Product,,,,,,
S,2021-04-08,12:00:00,2021-04-08,13:09:00,0,69,2D No Read,Camera System,Barcode reader,2D Camera,2D NO READ (specify in comment),,
S,2021-04-08,11:13:00,2021-04-08,12:00:00,0,47,End Product,BFS,No Powder Supply,Starvation from MSG,,,
S,2021-04-08,10:04:00,2021-04-08,11:13:00,25,69,Machine Stopped by Operator,Labour Organization,Contractor inefficiency,,,,
S,2021-04-08,09:23:00,2021-04-08,09:39:00,91,16,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-08,07:39:00,2021-04-08,07:52:00,73,13,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-08,06:13:00,2021-04-08,06:26:00,37,13,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-08,05:29:00,2021-04-08,05:36:00,134,7,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-08,02:55:00,2021-04-08,03:15:00,5,20,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-08,01:35:00,2021-04-08,02:50:00,23,75,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-08,01:05:00,2021-04-08,01:12:00,1,7,Photoeye Fault,Planned Stop,Pack Material,Manufacturer Splice,,,
S,2021-04-08,00:02:00,2021-04-08,01:04:00,0,62,Machine Stopped by Operator,Planned Stop,CIL,Triverter,,,
S,2021-04-08,00:00:00,2021-04-08,00:02:00,0,2,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-07,22:38:00,2021-04-08,00:00:00,10,82,Photoeye Fault,DCS,Low Suction,Partial blockage on DCS line,,,
S,2021-04-07,21:26:00,2021-04-07,22:28:00,46,62,Machine Stopped by Operator,Planned Stop,Changeover,Brand Changeover,State SKU in comment,,
S,2021-04-07,20:25:00,2021-04-07,20:40:00,62,15,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-07,18:19:00,2021-04-07,19:23:00,20,64,Machine Stopped by Operator,Planned Stop,RLS,Shiftly RLS,,,
S,2021-04-07,17:43:00,2021-04-07,17:59:00,16,16,Machine Stopped by Operator,,,,,,
S,2021-04-07,17:09:00,2021-04-07,17:27:00,44,18,End Of Film,Planned Stop,Changeover,Reel Changeover,,,
S,2021-04-07,16:12:00,2021-04-07,16:25:00,119,13,End Product,BFS,No Powder Supply,Buggy not opened on time,Contractor indiscipline,,
